name,product_title,product_url,rating,review_long,review_short
Amazon Customer,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,3.0 out of 5 stars,I am happy I have a switch finally but hate that it costs $200+ more than they’re worth. One thing to add on is I didn’t get the additional memory card like I paid for but saw other people had gotten theirs???,Cost sucks...make sure you get everything you pay extra $$ for
Amazon Customer,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,2.0 out of 5 stars,It was all separate components in a brown box - should have come in a nintendo box or packaged more appropriately - i should have been told or shown upfront that thus was refurbished,Not what pictured
Tony,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Nice,Super
Javier,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,1.0 out of 5 stars,Me dieron un mes de garantia y acaba de terminar la garantía hace. 2 s semanas y el Nintendo switch ya no sirve y ahora me dicen que la garantía ya termino page mas de 400 dolares,No trabaja ya el Nintendo switch y dicen que la garantía ya paso
Matthew Ornelas,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Came as advertised and even though it did not say it would be in my hands in two days it was. No issues with the console or attachments.,Came as advertised
princessrnpl,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Perfect original packaging brand new.,Arrived faster than expected
Reanell Rolle,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,❤️,❤️
Stephanie Bisnauthsing,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Came exactly as expected!! This was sold out everywhere and I have such a hard time convincing myself to buy such expensive things online...but I'm glad I did and so is my son! I know it made his day when it got here!,You can trust it...
Mike Richards,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Console did not come with a memory card as advertised. Contacted the seller and informed a memory card would be shipped this week! Came a week early too!,"Fast shipping, and great customer service!"
Gabriel R.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,Highly recommend great price for a great product! Wish I came with bigger memory card though. I would advise buying a bigger memory card.,Great product
Raven,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Works really well, and charges fast. Easy to set up for the most part. My only thing is that I feel like it's too expensive, but maybe that's just me.",Happy
Gage,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Great Buy! Came packaged securely and worked/looked perfect.,Great buy
Justin ,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,1.0 out of 5 stars,Did not come with 32 GM memory card as advertised.,Lied About Memory Card
Jessica Lopez ,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,I bought this game for my 14 year old niece. She loved it! Thank you!,Great product
James J.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,I'm not going to comment on price. Is what it is. Supply and demand. I had 2 concerns 1)Was I actually going to receive the product and 2) was it a V2? Yes. I did receive it and it was a V2.,It is real
Cheyni,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Maravilloso,Muy bueno
david hartless,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,I play it every day,Something to do during  the lockdown
Amazon Customer,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,1.0 out of 5 stars,The seller told me in an email that this was new. It is not new! Several scuff marks on box.,Not new!
James,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Mark up was a bummer but console came brand new with a 32gb memory card. Can’t complain because I slept on prices. Solid console, solid purchase, solid seller.",Worth It
joseph lyons,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Great product! Came one day early too!,Perfect!!
Gilberto Ruiz,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Love this product!,LIFESAVER
Princess Pineapple,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,1.0 out of 5 stars,They sold me a broken Nintendo switch. Won’t charge. Only flashes to the Nintendo logo then shuts off. Repeats this until dead. 👎🏻👎🏻👎🏻,BROKEN
i ski,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Gift,Gift
Ashley Heckert,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"No memory card, packaged nicely though and nintendo switch works. Was under the impression we got a 32gb memory card with it though",No 32gb memory card.
Amazon Customer,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,1.0 out of 5 stars,Taking advantage of product shortage during pandemic.,$200 above retail price. Awful
Austin S.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Product was essentially brand new for the price of 500 total, post markups. Do with this information what you will.",Came in original packing
Melanie DeLaine,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,arrived early in Perfect Condition! I’m very happy with my Brand new switch! Please don’t miss out on this!,Happy Owner of New Nintendo Switch
Sarah Rassbach,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Got it quick and it’s great,Awesome
Jessica,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Love it!!! I use it everyday! It was delivered very quickly and in great working order!,Delivery time
Jason Price,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,It’s good but a little more pricy than need be. But still a good find,Expensive but nice
davida henderson,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Good,Good
ibraheem,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,👍🏻,👍🏻
Sam,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,This has been a bright spot during the pandemic for the whole family. Just awesome.,Reliving my childhood.
BRIAN BOLLINGBERGMAXSON,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Great nintendo system love it got it for the wife but the whole family loves it,Great system for all of the family
Hannah H.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Probably a bad idea to get a Switch and Animal Crossing during final exams. I never want to put it down!,"Shipped fast, already having fun!"
Stephanie Moreno,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,3.0 out of 5 stars,"Expensive, did not include SDCard as advertised.",DID NOT INCLUDE 32 GB SDCARD
Stephanie,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Gane,Opinion
Ms. Shauna d.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Very pleased with product. Is as described.,Excellent service.
T.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,Huge birthday success even if it was over priced.,Birthday
Tiffany Ellington,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My son loves it has it since July nothing wrong yet,Nintendo
logan holt,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Overall the product came in great, had it for about a month now and I still have no problems",Simple review
deshawna d.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Overpriced but can’t find it any where else so sooo worth it! Love amazon!!,Worth it
Darnell Thomas,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,No problems works well got here earlier than i thought I have no complaints,No problems here
Lola Stainbrook,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Thank you for your quick service! My daughter loved her birthday present!,Best gift this year
Abdul wajid,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Haven’t used it a lot yet but works very good,Awesome
Jake W.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,I love it,Amazing
JP Morgan,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,3.0 out of 5 stars,Price is too high,"Good product, bad price"
Candace E.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,The granddaughters love it.,My granddaughters love it
Karen Browne,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My client purchased it and love it.,Switch
Michelle Eubank,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My daughter loves her switch it came in sooner than expected. 2 thumbs up.,Great timing
Tamie Spann,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,I received this product in a timely manner and it was just as the shipper promised,nintendo switch
Jaden,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,Great product even thought the price is doubled. Came in great condition,Awesome
MomOfOne,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Easy enough for my 7yr old to learn and use,Great
matthew biggam,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Works great! Silly price!,Great product we
Helen Lopez,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Kids loves this!,It arrived on time from birthday.
BJ Lauderdale,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My grandchildren enjoy it and use it daily.,My Grandchildren love it and it’s family friendly sharing.
stephanie,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,Son was very pleased except for no SD card.,No SD CARD
Xingxing Cai,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Received the red box (v2),Good except for the price
Quinn Drem P.,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,This has helped reduce my stress a lot.,Gotta love Nintendo
Teresa A. Leppo,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My son loves his switch!,The Switch is very diverse and travel friendly!
Stephen,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Very good experience, recommended",Very good experience
Amazon Customer,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Worked as expected and arrived a little early than expected.,Good
Kay,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,4.0 out of 5 stars,Great,H
martin,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Came before the estimated date, worth the price for convenience.",5 Star
chance joseph duplantis,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Came in a day eirly i no longer use my lite except for pokemon,Yee
Tonya,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,It was a birthday present for my grandson,Cool
Richard C Rudolph,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,2.0 out of 5 stars,Product worked fine but packaging damaged,Packaging was damaged
Lucely,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Yego completo y fue una buena inversión,Me gusta
José Cabrera,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Me gustó todo fue a tiempo y eficiente,Excelente
Jack Martin Skinner,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Arrived faster than expected. Love it,Will have got buy a SD card since it’s only 32GB storage
Jules powers,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,My daughter is so excited for this switch,Amazing and we'll worth the buy
Hamyt A. Reyes,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,"Amazing, totally loving it",best product
jose,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Awesome game and fast delivery,Fast delivery
Antino Thompson,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,Too easy worth it,🔥
Juliana Noble,Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera,https//amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/dp/B07RGFF98S,5.0 out of 5 stars,good,perfect condition
